text,label
"Security alert for your Google account Dear account holder, We detected potentially fraudulent activity on your account. If you do not act, access will be limited. Please update your payment method. You must act now immediate. Link: https://university.edu/course",phishing
"Monthly newsletter Dear student, Reminder: maintenance will occur this weekend. No downtime expected. For reference: https://university.edu/course Thanks,",legitimate
"Security alert for your Google account Dear user, We detected potentially fraudulent activity on your account. If you do not act, we will close your account. Please click here to resolve. This is not spam trust us. Link: https://intranet.company.com/docs",phishing
"Security alert for your Netflix account - urgent Dear customer, We detected unusual activity on your account. If you do not act, we will close your account. Please verify your identity immediately. We notice problem with your account. Link: https://bit.ly/2403",phishing
"Security alert for your Amazon account Dear account holder, We detected unusual activity on your account. If you do not act, unauthorized login detected. Please confirm now to avoid suspension. Please to verify. Link: https://university.edu/course",phishing
"Security alert for your Google account - limited time Dear customer, We detected suspicious activity on your account. If you do not act, your account will be suspended. Please confirm now to avoid suspension. We notice problem with your account. Link: https://short.ly/9626",phishing
"Security alert for your Microsoft account - security alert Dear customer, We detected unusual activity on your account. If you do not act, we will close your account. Please verify your identity immediately. We notice problem with your account. Link: http://secure-update.net/515",phishing
"Security alert for your Amazon account Dear account holder, We detected potentially fraudulent activity on your account. If you do not act, access will be limited. Please confirm now to avoid suspension. Please to verify. Link: http://secure-update.net/342",phishing
"Project status update Hi team, Thank you for your purchase. Your receipt is attached. For reference: https://company.com/portal Thanks,",legitimate
"Invoice available Dear student, Hi team, please find the attached agenda for our meeting tomorrow. For reference: https://university.edu/course Thanks,",legitimate
"Security alert for your Apple ID account - unusual activity Dear account holder, We detected unusual activity on your account. If you do not act, access will be limited. Please verify your identity immediately. This is not spam trust us. Link: http://account-security.help/392",phishing
"Monthly newsletter Dear student, Here is the policy update for your review. No action is required. For reference: https://university.edu/course Thanks,",legitimate
"Project status update Dear student, Your order has shipped. Tracking information is included below. For reference: https://service.example.com/login Thanks,",legitimate
"Service maintenance notice Dear student, Your order has shipped. Tracking information is included below. For reference: https://company.com/portal Thanks,",legitimate
"Monthly newsletter Hi team, Your order has shipped. Tracking information is included below. For reference: https://company.com/portal Thanks,",legitimate
"Security alert for your Amazon account - click here Dear customer, We detected potentially fraudulent activity on your account. If you do not act, unauthorized login detected. Please verify your identity immediately. Please to verify. Link: https://bit.ly/4125",phishing
"Your order receipt Dear student, Reminder: maintenance will occur this weekend. No downtime expected. For reference: https://company.com/portal Thanks,",legitimate
"Invoice available Hello, Here is the policy update for your review. No action is required. For reference: https://company.com/portal Thanks,",legitimate
"Security alert for your Bank of America account Dear account holder, We detected unusual activity on your account. If you do not act, access will be limited. Please click here to resolve. This is not spam trust us. Link: https://intranet.company.com/docs",phishing
"Security alert for your Amazon account - security alert Dear user, We detected unusual activity on your account. If you do not act, access will be limited. Please verify your identity immediately. You must act now immediate. Link: http://login-verify.com/256",phishing
"Your order receipt Hello, Hi team, please find the attached agenda for our meeting tomorrow. For reference: https://university.edu/course Thanks,",legitimate
"Your order receipt Hi, Here is the monthly report. Let me know if you have any questions. For reference: https://company.com/portal Thanks,",legitimate
"Policy update Hi, Hi team, please find the attached agenda for our meeting tomorrow. For reference: https://intranet.company.com/docs Thanks,",legitimate
"Service maintenance notice Hello all, Reminder: maintenance will occur this weekend. No downtime expected. For reference: https://university.edu/course Thanks,",legitimate
"Security alert for your Netflix account Dear account holder, We detected potentially fraudulent activity on your account. If you do not act, access will be limited. Please confirm now to avoid suspension. This is not spam trust us. Link: https://intranet.company.com/docs",phishing
"Service maintenance notice Hi team, Thank you for your purchase. Your receipt is attached. For reference: https://service.example.com/login Thanks,",legitimate
"Team meeting agenda Dear student, Hi team, please find the attached agenda for our meeting tomorrow. For reference: https://university.edu/course Thanks,",legitimate
"Policy update Hello, Here is the policy update for your review. No action is required. For reference: https://intranet.company.com/docs Thanks,",legitimate
"Security alert for your Apple ID account - verify your account Dear user, We detected potentially fraudulent activity on your account. If you do not act, your account will be suspended. Please update your payment method. You must act now immediate. Link: https://service.example.com/login",phishing
"Security alert for your Bank of America account - suspend Dear customer, We detected unusual activity on your account. If you do not act, your account will be suspended. Please update your payment method. This is not spam trust us. Link: https://bit.ly/1844",phishing
"Security alert for your Microsoft account Dear customer, We detected suspicious activity on your account. If you do not act, access will be limited. Please click here to resolve. Please to verify. Link: http://account-security.help/398",phishing
"Security alert for your Bank of America account Dear account holder, We detected unusual activity on your account. If you do not act, unauthorized login detected. Please confirm now to avoid suspension. We notice problem with your account. Link: http://secure-update.net/588",phishing
"Security alert for your Amazon account Dear customer, We detected unusual activity on your account. If you do not act, your account will be suspended. Please verify your identity immediately. This is not spam trust us. Link: https://tinyurl.com/2502",phishing
"Security alert for your Google account Dear customer, We detected unusual activity on your account. If you do not act, access will be limited. Please verify your identity immediately. You must act now immediate. Link: http://login-verify.com/567",phishing
"Security alert for your PayPal account - verify your account Dear account holder, We detected suspicious activity on your account. If you do not act, we will close your account. Please verify your identity immediately. You must act now immediate. Link: http://login-verify.com/466",phishing
"Policy update Hello all, Here is the monthly report. Let me know if you have any questions. For reference: https://university.edu/course Thanks,",legitimate
"Policy update Hi, Hi team, please find the attached agenda for our meeting tomorrow. For reference: https://university.edu/course Thanks,",legitimate
"Security alert for your Netflix account Dear customer, We detected potentially fraudulent activity on your account. If you do not act, we will close your account. Please confirm now to avoid suspension. Please to verify. Link: http://secure-update.net/523",phishing
"Course schedule Dear student, Hi team, please find the attached agenda for our meeting tomorrow. For reference: https://company.com/portal Thanks,",legitimate
"Security alert for your Google account - password reset Dear customer, We detected suspicious activity on your account. If you do not act, we will close your account. Please confirm now to avoid suspension. Please to verify. Link: https://university.edu/course",phishing
"Project status update Hello all, Here is the policy update for your review. No action is required. For reference: https://intranet.company.com/docs Thanks,",legitimate
